"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL164";"MYRICETIN";"None";"318.24";"1";"1.69";"Myricetin";"O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"15.71";"0.30";"3.31";"3.30";"0";"CHEMBL5030261";"Inhibition of recombinant SARS-COV2 His-tagged S-RBD binding to recombinant human ACE2 expressed in HEK293T cells incubated for 0.5 hrs by alpha screen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5029184";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL5088125";"";"None";"1752.94";"None";"None";"5";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(N)=O)C(C)C";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"4.01";"None";"None";"None";"0";"CHEMBL5040289";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 by ITC assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5081573";"";"None";"2271.36";"None";"None";"2";"CSCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040295";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 25 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 25.0 microM";"INHIBITOR";""
"CHEMBL5091821";"";"None";"2778.93";"None";"None";"3";"CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(N)=O)[C@@H](C)O";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040295";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 25 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 25.0 microM";"INHIBITOR";""
"CHEMBL5079973";"";"None";"297.36";"0";"1.12";"9d";"N[C@@H](Cc1c[nH]cn1)C(=O)NCCc1cc2ccccc2[nH]1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5237354";"Inhibition of recombinant human ACE2 catalytic activity at 300 uM using Mca-Ala-Pro-Lys-(Dnp)-OH as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236554";"1";"Scientific Literature";"J Med Chem";"2021";"None";"DOSE = 300.0 microM";"INHIBITOR";""
"CHEMBL398940";"";"None";"129.21";"0";"-1.15";"3; NAAE";"NCCNCCN1CC1";"IC50";"'='";"57000.0";"nM";"4.24";"";"";"UO_0000065";"32.85";"0.64";"5.39";"10.34";"1";"CHEMBL5230436";"Inhibition of human recombinant ACE2 at 50 uM using (7Mca-Y-V-A- D -A-P- K(Knp) as a flurogenic substrate measured after 10 mins by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5277567";"";"None";"456.54";"0";"1.41";"7; TAPI-0";"CC(C)CC(CC(=O)NO)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(C)C(N)=O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.33";"0.29";"5.59";"4.65";"0";"CHEMBL5230436";"Inhibition of human recombinant ACE2 at 50 uM using (7Mca-Y-V-A- D -A-P- K(Knp) as a flurogenic substrate measured after 10 mins by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL398940";"";"None";"129.21";"0";"-1.15";"3; NAAE";"NCCNCCN1CC1";"Ki";"'='";"459000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5230451";"Binding affinity to ACE2 (unknown origin) at 10 uM assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 10.0 microM";"INHIBITOR";""
"CHEMBL289277";"EMODIN";"None";"270.24";"0";"1.89";"EM";"Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5230442";"Inhibition of human recombinant ACE2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5267016";"";"None";"682.94";"2";"11.72";"1";"COc1cc(O)c(-c2c(O)cc(OC)c3c2C=C[C@](C)(CCC2=C(C)CCCC2(C)C)O3)c2c1O[C@](C)(CCC1=C(C)CCCC1(C)C)C=C2";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"8.79";"0.16";"-5.72";"7.75";"0";"CHEMBL5254844";"Inhibition of his-tagged SARS-COV2 S-RBD binding to C-terminal Fc-tagged human ACE2 expressed in HEK293 cells incubated for 2 hrs by Alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252557";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL429844";"ORE-1001";"1.0";"428.32";"0";"3.32";"MLN-4760-S";"CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"Imax";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5216074";"Inhibition of recombinant human ACE2 assessed as maximum inhibition using 7- Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL3640116";"BI-1942";"None";"434.50";"0";"3.14";"EUB0001112";"CC[C@H](CC(=O)O)n1c(=O)c2ncccc2n(Cc2cn(C)c3cc(C)cc(C)c23)c1=O";"% Ctrl";"";"127.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4887688";"ACE-2(HU) Eurofins SafetyScreen44 (BI)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay technology: FI - fluorescence intensity | Method: ACE-2 metalloprotease (human) | Target type: Hydrolase under EC 3";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4800723";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5281306";"";"None";"1410.55";"None";"None";"SP-8";"CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O";"IC50";"'='";"6.99";"nM";"8.16";"";"";"UO_0000065";"5.78";"None";"None";"None";"0";"CHEMBL5230443";"Inhibition of SARS-CoV S binding to human recombinant ACE2 expressed in Escherichia coli BL21(DE3) incubated for 2 hrs by ELISA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5281591";"";"None";"575.73";"1";"4.34";"6; GW280264X";"CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)Nc1nccs1)N(O)C=O";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"15.63";"0.31";"4.66";"6.00";"0";"CHEMBL5230436";"Inhibition of human recombinant ACE2 at 50 uM using (7Mca-Y-V-A- D -A-P- K(Knp) as a flurogenic substrate measured after 10 mins by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL1360563";"HEMATEIN";"None";"300.27";"0";"1.33";"Hematein";"O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"16.65";"0.31";"3.67";"4.66";"0";"CHEMBL5030261";"Inhibition of recombinant SARS-COV2 His-tagged S-RBD binding to recombinant human ACE2 expressed in HEK293T cells incubated for 0.5 hrs by alpha screen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5029184";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL5091821";"";"None";"2778.93";"None";"None";"3";"CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(N)=O)[C@@H](C)O";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5040287";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 0.09 uM by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 0.09 microM";"INHIBITOR";""
"CHEMBL5276399";"";"None";"384.52";"1";"6.09";"6";"COc1cc(OC(C)=O)cc2c1OC(C)(CCC1=C(C)CCCC1(C)C)C=C2";"IC50";"'='";"63000.0";"nM";"4.20";"";"";"UO_0000065";"10.92";"0.20";"-1.89";"9.38";"0";"CHEMBL5254844";"Inhibition of his-tagged SARS-COV2 S-RBD binding to C-terminal Fc-tagged human ACE2 expressed in HEK293 cells incubated for 2 hrs by Alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252557";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5283695";"";"None";"767.02";"2";"12.16";"4";"COc1cc(OC(C)=O)c(-c2c(OC(C)=O)cc(OC)c3c2C=C[C@](C)(CCC2=C(C)CCCC2(C)C)O3)c2c1O[C@](C)(CCC1=C(C)CCCC1(C)C)C=C2";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"6.70";"0.13";"-7.02";"5.74";"0";"CHEMBL5254844";"Inhibition of his-tagged SARS-COV2 S-RBD binding to C-terminal Fc-tagged human ACE2 expressed in HEK293 cells incubated for 2 hrs by Alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252557";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5205832";"";"None";"456.57";"1";"6.56";"9a";"C=CCc1cc(CSc2nnc(-c3ccccc3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1";"Kd";"'='";"14030.0";"nM";"4.85";"";"";"UO_0000065";"10.63";"0.20";"-1.71";"6.11";"0";"CHEMBL5129109";"Binding affinity to human ACE2 assessed as equilibrium dissociation constant by biolayer interferometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126577";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5093610";"";"None";"1993.04";"None";"None";"6";"N=C(N)NCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(N)=O";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"4.01";"None";"None";"None";"0";"CHEMBL5040285";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5093610";"";"None";"1993.04";"None";"None";"6";"N=C(N)NCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(N)=O";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040295";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 25 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 25.0 microM";"INHIBITOR";""
"CHEMBL1201284";"CINACALCET";"4.0";"357.42";"1";"6.14";"Cinacalcet";"C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12";"IC50";"'='";"28200.0";"nM";"4.55";"";"";"UO_0000065";"12.73";"0.24";"-1.59";"37.82";"0";"CHEMBL5030257";"Inhibition of recombinant human ACE2 using MCA-Tyr-Val-Ala-Asp-Ala-Pro-Lys(DNP)-OH as substrate preincubated for 15 mins followed by substrate addition and measured upto 15 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5029184";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME: <=30";"INHIBITOR";""
"CHEMBL5081573";"";"None";"2271.36";"None";"None";"2";"CSCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040286";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 0.39 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 0.39 microM";"INHIBITOR";""
"CHEMBL5088125";"";"None";"1752.94";"None";"None";"5";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(N)=O)C(C)C";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5040287";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 0.09 uM by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 0.09 microM";"INHIBITOR";""
